Word,Upper,BE_TWord,AM_TWord,RatperWord,AoAestimate,SD,min,max,unknown,AoALikert,SDLikert,minLikert,maxLikert
lossagen,LOSSAGEN,abjure,abjure,13,10.54,3.50,4,18,1,5.23,1.54,2,7
Losung,LOSUNG,battle-cry,battle-cry,18,9.89,3.41,5,19,0,4.94,1.35,3,7
Lösung,LÖSUNG,solution,solution,19,6.16,2.99,3,14,0,3.32,1.45,2,7
Lotse,LOTSE,guide,guide,12,9.08,3.15,3,14,0,4.67,1.50,2,7
Lotterie,LOTTERIE,lottery,lottery,14,7.43,3.06,3,13,0,3.93,1.49,2,7
Lotto,LOTTO,lotto,lotto,27,6.67,2.45,2,13,0,3.56,1.25,1,7
Lotus,LOTUS,lotus,lotus,10,11.50,3.34,8,20,0,5.60,0.97,4,7
Löwe,LÖWE,lion,lion,14,3.36,1.50,1,6,0,1.93,0.83,1,3
loyal,LOYAL,loyal,loyal,20,11.00,4.59,5,25,0,5.30,1.42,3,7
Luft,LUFT,air,air,16,3.75,1.61,2,8,0,2.13,0.89,1,4
Luftloch,LUFTLOCH,air hole,air hole,22,10.77,3.85,5,18,2,5.27,1.39,3,7
Luftraum,LUFTRAUM,airspace,airspace,25,10.20,2.94,3,16,0,5.28,1.31,2,7
Lüge,LÜGE,lie,lie,15,4.53,2.00,3,11,0,2.53,1.06,2,6
lukrativ,LUKRATIV,lucrative,lucrative,14,11.86,3.01,5,16,0,5.93,1.14,3,7
Lump,LUMP,scoundrel,scoundrel,19,6.37,2.87,2,14,0,3.37,1.46,1,7
Lunge,LUNGE,lungs,lungs,18,6.94,2.26,4,11,0,3.78,1.17,2,6
Lupe,LUPE,magnifying glass,magnifying glass,26,5.42,1.79,3,10,0,2.88,0.95,2,5
lustlos,LUSTLOS,listless,listless,18,6.94,2.51,3,14,0,3.78,1.17,2,7
lutschen,LUTSCHEN,lick,lick,19,3.79,1.51,2,8,0,2.05,0.71,1,4
Lutscher,LUTSCHER,lollipop,lollipop,19,3.08,1.00,2,5,0,1.63,0.60,1,3
luxuriös,LUXURIÖS,luxurious,luxurious,23,9.17,2.82,3,14,0,4.74,1.42,2,7
Luxus,LUXUS,luxury,luxury,25,8.72,2.64,3,14,0,4.60,1.26,2,7
Lyrik,LYRIK,lyric poetry,lyric poetry,25,11.68,2.82,5,17,0,5.92,1.19,3,7
machen,MACHEN,do,do,15,2.93,1.44,1,6,0,1.67,0.72,1,3
Macher,MACHER,doer,doer,17,10.82,4.13,4,17,1,5.47,1.66,2,7
machtlos,MACHTLOS,powerless,powerless,15,8.00,3.36,3,15,0,4.13,1.64,2,7
Magazin,MAGAZIN,magazine,magazine,17,9.53,2.74,5,16,0,4.94,1.20,3,7
Magd,MAGD,maid,maid,27,7.81,3.16,3,14,0,4.07,1.52,2,7
Magen,MAGEN,stomach,stomach,27,5.81,1.57,3,9,0,3.15,0.86,2,5
mager,MAGER,skinny,skinny,18,5.83,2.36,2,12,0,3.00,1.14,1,6
Magie,MAGIE,magic,magic,25,7.68,2.97,2,14,0,4.04,1.46,1,7
Magier,MAGIER,magician,magician,24,7.38,3.32,3,15,0,3.88,1.57,2,7
magisch,MAGISCH,magical,magical,24,6.58,2.92,3,13,0,3.54,1.44,2,7
Magma,MAGMA,magma,magma,23,9.09,2.91,5,16,0,4.70,1.26,3,7
Magnet,MAGNET,magnet,magnet,19,6.74,3.18,2,15,0,3.63,1.46,1,7
magnetisch,MAGNETISCH,magnetic,magnetic,24,7.33,2.51,4,12,0,3.83,1.24,2,6
Mahl,MAHL,meal,meal,24,6.79,3.08,2,15,0,3.54,1.50,1,7
Mahlzeit,MAHLZEIT,meal,meal,18,4.89,2.14,1,9,0,2.78,1.06,1,5
Mahnung,MAHNUNG,reminder,reminder,25,10.28,3.25,3,16,0,5.24,1.45,2,7
Mai,MAI,May,May,16,4.81,1.83,2,8,0,2.56,0.96,1,4
Mais,MAIS,sweetcorn,sweetcorn,27,4.98,2.43,2,14,0,2.70,1.20,1,7
Makel,MAKEL,blemish,blemish,20,8.95,3.61,4,18,0,4.50,1.54,2,7
makellos,MAKELLOS,unblemished,unblemished,17,10.06,3.65,5,18,0,4.94,1.34,3,7
Makler,MAKLER,broker,broker,19,12.84,3.67,7,20,0,6.05,1.03,4,7
Maler,MALER,painter,painter,14,5.00,2.45,3,13,0,2.79,1.31,2,7
Malerei,MALEREI,painting,painting,24,6.63,2.37,2,12,0,3.54,1.14,1,6
Mama,MAMA,mum,mum,16,1.84,1.26,1,6,0,1.19,0.54,1,3
managen,MANAGEN,manage,manage,19,10.16,3.34,5,18,0,5.05,1.35,3,7
Manager,MANAGER,manager,manager,18,10.39,2.45,6,14,0,5.33,1.24,3,7
Mandel,MANDEL,almond,almond,24,5.83,2.85,1,12,0,3.17,1.37,1,6
Mangel,MANGEL,shortage,shortage,21,7.86,2.54,4,14,1,4.14,1.31,2,7
Mango,MANGO,mango,mango,18,8.89,5.12,4,24,0,4.17,1.54,2,7
Manie,MANIE,obsession,obsession,22,14.00,3.32,6,20,2,6.41,1.10,3,7
Mann,MANN,man,man,15,2.80,1.42,1,7,0,1.73,0.80,1,4
Mannschaft,MANNSCHAFT,team,team,19,5.84,2.19,3,10,0,3.11,0.99,2,5
Mantel,MANTEL,coat,coat,17,4.12,2.89,1,13,0,2.35,1.50,1,7
manuell,MANUELL,manual,manual,27,10.26,2.71,4,15,0,5.26,1.29,2,7
Manufaktur,MANUFAKTUR,manufacture,manufacture,26,11.77,3.37,4,20,0,5.85,1.38,2,7
Mappe,MAPPE,folder,folder,16,5.44,1.31,4,8,0,2.94,0.77,2,4
Margarine,MARGARINE,margarine,margarine,26,6.15,2.52,2,12,0,3.38,1.20,1,6
markant,MARKANT,prominent,prominent,24,10.96,2.58,8,16,0,5.67,1.13,4,7
Marke,MARKE,brand name,brand name,26,7.50,2.64,4,14,0,3.92,1.26,2,7
Markt,MARKT,market,market,23,5.43,2.19,2,10,0,3.00,1.04,1,5
Marotte,MAROTTE,quirk,quirk,17,11.41,3.24,7,18,0,5.59,1.06,4,7
Marsch,MARSCH,march,march,24,7.04,2.87,2,13,0,3.75,1.45,1,7
März,MÄRZ,March,March,17,5.00,1.58,3,8,0,2.76,0.75,2,4
Masche,MASCHE,stitch,stitch,20,6.75,2.88,3,16,0,3.55,1.28,2,7
Maschine,MASCHINE,machine,machine,17,5.76,2.41,2,13,0,3.06,1.30,1,7
Maske,MASKE,mask,mask,19,4.74,1.76,2,8,0,2.53,0.84,1,4
Maskerade,MASKERADE,fancy-dress costume,fancy-dress costume,15,9.33,2.32,5,14,0,4.87,1.13,3,7
Massage,MASSAGE,massage,massage,14,8.64,2.98,3,14,0,4.50,1.45,2,7
Masse,MASSE,mass,mass,19,7.63,2.73,4,15,0,4.00,1.29,2,7
massiv,MASSIV,solid,solid,19,10.11,3.26,5,16,0,5.21,1.36,3,7
Maßnahme,MAßNAHME,measure,measure,19,10.32,2.26,6,15,0,5.16,1.07,3,7
Mast,MAST,mast,mast,19,6.68,2.75,2,12,0,3.47,1.39,1,6
Matratze,MATRATZE,mattress,mattress,16,4.75,2.05,1,9,0,2.63,1.09,1,5
Matte,MATTE,mat,mat,17,5.00,1.80,2,8,0,2.76,0.97,1,4
Mauer,MAUER,wall,wall,17,3.53,1.23,2,6,0,1.88,0.70,1,3
Maul,MAUL,jaws,jaws,19,3.89,1.41,2,8,0,2.16,0.69,1,4
maulen,MAULEN,gripe,gripe,17,6.76,3.40,3,14,0,3.59,1.62,2,7
Maulkorb,MAULKORB,muzzle,muzzle,19,7.68,2.77,3,13,0,4.05,1.35,2,7
Maus,MAUS,mouse,mouse,18,2.83,0.86,1,5,0,1.78,0.55,1,3
maximal,MAXIMAL,at most,at most,22,8.45,2.87,4,15,0,4.32,1.39,2,7
Maximum,MAXIMUM,maximum,maximum,19,10.00,3.40,6,18,0,4.95,1.39,3,7
Mechanik,MECHANIK,mechanics,mechanics,16,9.63,2.39,4,13,0,4.94,1.34,2,7
Medaille,MEDAILLE,medal,medal,14,5.57,2.68,4,14,0,2.93,1.33,2,7
Medizin,MEDIZIN,medicine,medicine,14,5.07,2.62,3,11,0,2.86,1.29,2,6
Mediziner,MEDIZINER,medic,medic,19,8.26,3.72,2,16,0,4.26,1.69,1,7
Medizinmann,MEDIZINMANN,medicine man,medicine man,25,7.76,3.13,3,16,0,4.08,1.41,2,7
Meer,MEER,sea,sea,16,4.06,1.53,2,8,0,2.25,0.77,1,4
mehr,MEHR,more,more,27,2.94,1.13,1,5,0,1.74,0.53,1,3
Mehrheit,MEHRHEIT,majority,majority,23,7.70,2.84,3,16,0,3.96,1.33,2,7
meiden,MEIDEN,shun,shun,20,7.30,2.58,3,12,0,3.95,1.23,2,6
Meineid,MEINEID,perjury,perjury,14,12.00,2.51,8,16,0,5.93,1.07,4,7
meinen,MEINEN,have an opinion,have an opinion,10,4.70,2.75,1,10,0,2.60,1.26,1,5
Meinung,MEINUNG,opinion,opinion,24,6.54,1.82,3,10,0,3.50,0.88,2,5
Meise,MEISE,tit,tit,26,4.58,1.81,1,9,0,2.65,0.94,1,5
meist,MEIST,mostly,mostly,18,5.33,2.06,3,12,0,2.89,1.02,2,6
Meister,MEISTER,champion,champion,22,6.82,2.68,4,15,0,3.68,1.21,2,7
meistern,MEISTERN,master,master,14,8.21,3.70,4,19,0,4.14,1.35,2,7
Melancholie,MELANCHOLIE,melancholy,melancholy,19,13.32,2.08,9,18,0,6.58,0.61,5,7
melden,MELDEN,register,register,19,5.68,1.92,3,10,0,3.05,0.91,2,5
Melodie,MELODIE,melody,melody,24,5.58,2.73,2,13,0,3.04,1.46,1,7
Melone,MELONE,melon,melon,27,4.80,1.92,2,9,0,2.59,1.01,1,5
Menge,MENGE,amount,amount,17,5.24,1.86,3,8,0,2.88,0.93,2,4
Mensa,MENSA,refectory,refectory,17,14.82,3.34,10,20,0,6.47,0.80,5,7
Mensch,MENSCH,human being,human being,17,3.76,1.71,0,6,0,2.18,0.88,1,3
Menschheit,MENSCHHEIT,humanity,humanity,24,7.71,2.51,2,12,0,4.08,1.28,1,6
Mentor,MENTOR,mentor,mentor,17,13.18,3.59,7,19,0,6.29,1.10,4,7
Merkmal,MERKMAL,feature,feature,16,7.75,2.59,3,12,0,3.94,1.24,2,6
Messer,MESSER,knife,knife,23,3.17,0.98,1,5,0,1.78,0.52,1,3
Metall,METALL,metal,metal,10,5.90,3.31,2,13,0,3.30,1.77,1,7
Meter,METER,metre,meter,14,6.14,2.14,2,10,0,3.21,1.05,1,5
Methode,METHODE,method,method,27,10.59,3.42,4,18,0,5.26,1.32,2,7
Metzger,METZGER,butcher,butcher,20,5.25,2.34,2,11,0,2.90,1.25,1,6
Meute,MEUTE,mob,mob,18,8.72,3.72,4,20,0,4.33,1.41,2,7
Meuterei,MEUTEREI,mutiny,mutiny,25,9.68,3.65,3,18,0,4.96,1.59,2,7
meutern,MEUTERN,mutiny,mutiny,17,8.71,3.12,4,14,0,4.47,1.55,2,7
mickrig,MICKRIG,feeble,feeble,22,7.64,2.94,2,13,0,4.09,1.48,1,7
Miene,MIENE,facial expression,facial expression,24,6.83,2.37,3,11,0,3.63,1.17,2,6
mies,MIES,lousy,lousy,24,7.25,2.71,3,14,0,3.83,1.31,2,7
Miete,MIETE,rent,rent,24,7.63,2.34,4,13,0,4.08,1.25,2,7
mieten,MIETEN,rent,rent,26,7.77,2.64,4,13,0,4.04,1.40,2,7
Mieter,MIETER,tenant,tenant,24,9.00,2.65,5,14,0,4.71,1.30,3,7
Mietwagen,MIETWAGEN,hire car,hire car,13,12.31,2.69,8,18,0,6.08,1.04,4,7
Mikrofon,MIKROFON,microphone,microphone,19,7.42,4.80,3,25,0,3.63,1.34,2,7
Mikroskop,MIKROSKOP,microscope,microscope,26,8.15,2.07,5,12,0,4.31,1.09,3,6
mikroskopisch,MIKROSKOPISCH,microscopic,microscopic,19,8.53,2.48,5,12,0,4.47,1.17,3,6
Milch,MILCH,milk,milk,533,2.78,1.21,0,8,0,1.65,0.65,1,4
Milchbar,MILCHBAR,milk bar,milk bar,9,8.89,3.66,4,14,1,4.56,1.81,2,7
Milchstraße,MILCHSTRAßE,milky way,milky way,17,7.35,2.50,4,14,0,3.88,1.27,2,7
mild,MILD,mild,mild,21,7.10,2.32,3,10,0,3.76,1.18,2,5
Milieu,MILIEU,milieu,milieu,19,11.47,3.88,3,20,0,5.74,1.59,2,7
Million,MILLION,million,million,24,8.17,2.90,3,12,0,4.29,1.43,2,6
Millionär,MILLIONÄR,millionaire,millionaire,17,7.06,2.61,4,14,0,3.76,1.30,2,7
Mimik,MIMIK,mimic,mimic,27,10.48,3.14,4,16,0,5.30,1.32,2,7
minder,MINDER,less,less,25,10.32,3.17,3,15,0,5.32,1.52,2,7
Mine,MINE,mine,mine,25,8.08,2.72,4,14,1,4.24,1.33,2,7
Mineral,MINERAL,mineral,mineral,18,9.67,2.52,6,14,0,5.00,1.24,3,7
Minigolf,MINIGOLF,minigolf,minigolf,25,7.36,4.03,2,22,0,3.68,1.49,1,7
minimal,MINIMAL,minimal,minimal,27,9.91,2.43,4,14,0,5.07,1.21,2,7
Minirock,MINIROCK,miniskirt,miniskirt,19,8.74,3.18,4,14,0,4.47,1.50,2,7
Minister,MINISTER,minister,minister,14,10.57,2.38,6,14,0,5.36,1.15,3,7
Minute,MINUTE,minute,minute,14,4.86,1.51,3,8,0,2.71,0.73,2,4
Mission,MISSION,mission,mission,26,9.62,3.26,5,18,0,4.81,1.30,3,7
Mist,MIST,muck,muck,17,4.59,1.94,2,10,0,2.35,1.00,1,5
mitgeben,MITGEBEN,provide,provide,24,5.21,1.61,2,8,0,2.75,0.90,1,4
Mitgift,MITGIFT,dowry,dowry,23,11.91,2.98,5,16,1,5.96,1.22,3,7
Mitglied,MITGLIED,member,member,21,7.10,2.30,4,12,1,3.81,1.12,2,6
Mitleid,MITLEID,compassion,compassion,17,6.00,1.90,2,10,0,3.18,1.01,1,5
Mittag,MITTAG,noon,noon,19,3.21,0.92,2,5,0,1.79,0.54,1,3
Mittagessen,MITTAGESSEN,lunch,lunch,14,3.07,1.33,1,6,0,1.79,0.70,1,3
mittags,MITTAGS,at midday,at midday,14,4.00,1.84,1,8,0,2.29,0.83,1,4
Mitte,MITTE,middle,middle,23,4.57,2.13,2,10,0,2.52,1.08,1,5
Mittel,MITTEL,remedy,remedy,10,6.00,2.11,3,10,0,3.20,1.03,2,5
Mitternacht,MITTERNACHT,midnight,midnight,25,5.72,2.13,2,9,0,3.08,1.08,1,5
Mode,MODE,fashion,fashion,27,8.57,2.86,2,14,0,4.37,1.50,1,7
modern,MODERN,modern,modern,25,7.92,2.83,3,14,0,4.12,1.36,2,7
mogeln,MOGELN,cheat,cheat,26,4.88,2.03,3,12,0,2.73,0.96,2,6
mögen,MÖGEN,like,like,25,4.20,1.68,2,8,0,2.28,0.89,1,4
Mohn,MOHN,poppy,poppy,24,6.38,2.83,3,12,0,3.42,1.35,2,6
Möhre,MÖHRE,carrot,carrot,25,3.36,1.52,1,8,0,1.96,0.73,1,4
Mokka,MOKKA,mocha,mocha,14,10.86,4.40,4,18,0,5.36,1.78,2,7
Molch,MOLCH,newt,newt,10,7.50,2.92,4,12,0,3.90,1.45,2,6
Moll,MOLL,minor key,minor key,10,9.50,2.59,6,14,0,4.90,1.29,3,7
mollig,MOLLIG,chubby,chubby,25,8.40,3.24,3,16,0,4.40,1.50,2,7
Moment,MOMENT,moment,moment,25,5.32,2.61,2,14,0,2.88,1.33,1,7
Monarch,MONARCH,monarch,monarch,19,10.79,3.41,4,20,0,5.42,1.43,2,7
Monat,MONAT,month,month,14,5.50,1.56,3,8,0,3.00,0.68,2,4
Mond,MOND,moon,moon,17,2.71,1.10,1,4,0,1.59,0.51,1,2
Monolog,MONOLOG,monologue,monologue,26,10.58,2.50,4,17,0,5.42,1.06,2,7
Monopol,MONOPOL,monopoly,monopoly,19,13.11,2.71,9,18,0,6.32,0.89,5,7
monoton,MONOTON,monotonous,monotonous,25,10.96,3.08,4,16,0,5.52,1.26,2,7
Montag,MONTAG,Monday,Monday,18,4.33,0.77,3,6,0,2.39,0.50,2,3
Moor,MOOR,bog,bog,22,6.73,2.37,3,12,0,3.59,1.10,2,6
Moos,MOOS,moss,moss,15,4.47,1.25,2,6,0,2.53,0.64,1,3
Moped,MOPED,moped,moped,14,7.79,3.14,3,14,0,4.07,1.59,2,7
Moral,MORAL,morale,morale,20,9.05,2.82,4,14,0,4.65,1.42,2,7
Morast,MORAST,morass,morass,13,10.38,4.05,5,18,1,5.08,1.61,3,7
Mörser,MÖRSER,mortar,mortar,18,10.00,2.70,6,14,0,5.22,1.40,3,7
Mosaik,MOSAIK,mosaic,mosaic,17,8.35,3.08,3,13,0,4.35,1.54,2,7
Motiv,MOTIV,motive,motive,15,9.00,2.83,6,14,0,4.73,1.33,3,7
Motor,MOTOR,motor,motor,14,5.50,1.65,4,10,0,2.86,0.86,2,5
Motorrad,MOTORRAD,motorbike,motorbike,19,4.89,4.45,1,18,0,2.47,1.71,1,7
Motte,MOTTE,moth,moth,23,6.57,2.86,3,14,0,3.61,1.41,2,7
Motto,MOTTO,motto,motto,15,9.33,2.55,6,14,0,4.73,1.22,3,7
Möwe,MÖWE,seagull,seagull,14,4.64,1.98,2,8,0,2.50,0.94,1,4
muffig,MUFFIG,musty,musty,25,8.48,3.78,3,20,0,4.28,1.49,2,7
Mühe,MÜHE,effort,effort,19,6.32,2.06,3,10,0,3.42,0.96,2,5
Mühle,MÜHLE,mill,mill,18,5.28,2.40,2,9,0,2.94,1.26,1,5
Mumie,MUMIE,mummy,mummy,23,7.52,2.76,3,15,0,3.91,1.28,2,7
Mund,MUND,mouth,mouth,19,2.26,0.99,1,4,0,1.42,0.51,1,2
munter,MUNTER,perky,perky,17,5.59,1.94,2,10,0,3.00,1.00,1,5
Murmel,MURMEL,marble,marble,18,3.61,1.46,2,8,0,2.00,0.77,1,4
murren,MURREN,grumble,grumble,23,7.57,2.63,3,14,0,4.04,1.26,2,7
Muschel,MUSCHEL,mussel,mussel,22,5.18,2.67,2,14,0,2.77,1.31,1,7
Museum,MUSEUM,museum,museum,25,6.32,2.08,3,11,0,3.36,1.04,2,6
Musical,MUSICAL,musical,musical,17,10.76,4.10,4,18,0,5.29,1.79,2,7
Musik,MUSIK,music,music,18,3.44,1.04,1,6,0,1.94,0.42,1,3
Musikbox,MUSIKBOX,jukebox,jukebox,14,9.14,3.30,3,14,0,4.71,1.59,2,7
Musiker,MUSIKER,musician,musician,17,4.00,1.70,2,8,0,2.18,0.88,1,4
musizieren,MUSIZIEREN,play music,play music,17,5.94,2.14,2,10,0,3.24,1.03,1,5
Muskel,MUSKEL,muscle,muscle,17,6.59,2.85,3,12,0,3.53,1.37,2,6
müssen,MÜSSEN,must,must,24,3.38,1.58,1,6,0,1.83,0.82,1,3
Mut,MUT,courage,courage,14,5.93,2.30,2,11,0,3.14,1.23,1,6
Mutation,MUTATION,mutation,mutation,16,12.50,2.13,8,16,1,6.19,0.91,4,7
mutig,MUTIG,courageous,courageous,26,4.35,1.35,2,7,0,2.35,0.69,1,4
mutlos,MUTLOS,disheartened,disheartened,15,7.07,1.79,4,11,0,3.73,1.03,2,6
Mutter,MUTTER,mother,mother,25,2.80,1.76,0,8,0,1.72,0.84,1,4
mysteriös,MYSTERIÖS,mysterious,mysterious,10,8.30,2.16,4,11,0,4.30,1.16,2,6
mysteriöserweise,MYSTERIÖSERWEISE,mysteriously,mysteriously,18,9.11,3.05,3,15,0,4.72,1.36,2,7
Mystik,MYSTIK,mysticism,mysticism,25,11.96,3.78,5,21,0,5.84,1.28,3,7
mystisch,MYSTISCH,mystic,mystic,19,11.11,3.35,6,18,0,5.53,1.35,3,7
Mythos,MYTHOS,myth,myth,15,10.73,2.31,7,16,0,5.53,1.06,4,7
Nabel,NABEL,belly button,belly button,24,5.04,2.46,2,10,0,2.71,1.27,1,5
Nachbar,NACHBAR,neighbour,neighbor,19,4.11,1.63,1,8,0,2.37,0.76,1,4
Nachfolger,NACHFOLGER,successor,successor,27,9.56,4.17,4,20,0,4.74,1.58,2,7
Nachmittag,NACHMITTAG,afternoon,afternoon,530,4.26,1.52,1,10,0,2.37,0.77,1,5
Nachrede,NACHREDE,malicious gossip,malicious gossip,18,11.11,3.25,6,20,1,5.56,1.25,3,7
Nachricht,NACHRICHT,message,message,16,6.56,2.16,4,13,0,3.50,1.15,2,7
Nachruf,NACHRUF,obituary,obituary,15,11.33,3.22,7,18,0,5.67,1.35,4,7
Nachsicht,NACHSICHT,leniency,leniency,25,10.08,3.44,3,16,0,5.24,1.51,2,7
nachsichtig,NACHSICHTIG,lenient,lenient,19,7.79,2.35,3,11,0,4.21,1.18,2,6
Nacht,NACHT,night,night,24,2.88,1.19,1,5,0,1.67,0.70,1,3
Nachteil,NACHTEIL,disadvantage,disadvantage,14,7.43,2.71,4,12,0,4.00,1.36,2,6
Nachweis,NACHWEIS,proof,proof,15,10.07,3.01,5,14,0,5.27,1.39,3,7
nachweisbar,NACHWEISBAR,demonstrable,demonstrable,10,9.60,3.95,5,20,0,4.80,1.03,3,7
nachweisen,NACHWEISEN,prove,prove,19,9.16,2.81,3,16,0,4.74,1.19,2,7
Nadel,NADEL,needle,needle,18,4.22,1.59,2,8,0,2.44,0.86,1,4
Nagel,NAGEL,nail,nail,19,3.68,1.49,2,8,0,2.11,0.74,1,4
nah,NAH,near,near,18,3.83,1.65,2,8,0,2.11,0.83,1,4
Nähe,NÄHE,vicinity,vicinity,19,4.79,1.75,2,8,0,2.68,0.89,1,4
Nahrung,NAHRUNG,food,food,24,6.46,2.83,1,12,0,3.50,1.41,1,6
naiv,NAIV,naive,naive,25,9.56,3.01,3,16,0,4.88,1.42,2,7
Name,NAME,name,name,20,2.50,1.05,1,4,0,1.50,0.51,1,2
Narbe,NARBE,scar,scar,19,5.95,2.61,3,13,0,3.26,1.33,2,7
Narkose,NARKOSE,narcosis,narcosis,14,7.64,2.98,4,14,0,4.00,1.41,2,7
Narr,NARR,jester,jester,19,7.63,2.93,3,13,0,4.05,1.43,2,7
naschen,NASCHEN,nibble,nibble,14,4.50,1.79,2,9,0,2.43,1.02,1,5
Nase,NASE,nose,nose,17,2.18,1.33,0,5,0,1.47,0.62,1,3
Natur,NATUR,nature,nature,16,4.19,1.64,2,8,0,2.38,0.89,1,4
Navigation,NAVIGATION,navigation,navigation,13,12.69,4.50,6,25,0,6.00,1.29,3,7
Nebel,NEBEL,fog,fog,18,4.17,1.29,2,7,0,2.33,0.69,1,4
neblig,NEBLIG,foggy,foggy,25,5.20,2.45,2,12,0,2.84,1.28,1,6
necken,NECKEN,tease,tease,27,6.65,2.55,2,13,0,3.56,1.28,1,7
Neffe,NEFFE,nephew,nephew,26,6.92,3.30,3,17,0,3.65,1.47,2,7
negativ,NEGATIV,negative,negative,15,8.20,2.43,3,14,0,4.33,1.11,2,7
nehmen,NEHMEN,take,take,14,3.29,0.83,2,5,0,1.93,0.47,1,3
Neid,NEID,envy,envy,25,6.40,2.14,3,11,0,3.48,1.16,2,6
neidisch,NEIDISCH,envious,envious,19,6.68,2.31,4,12,0,3.58,1.17,2,6
neigen,NEIGEN,tend,tend,20,7.45,2.89,3,13,1,3.95,1.50,2,7
Neigung,NEIGUNG,tendency,tendency,20,9.00,3.46,5,18,0,4.55,1.36,3,7
Nektar,NEKTAR,nectar,nectar,19,7.05,2.68,3,13,0,3.79,1.36,2,7
Nelke,NELKE,carnation,carnation,17,7.82,2.48,4,14,0,4.12,1.22,2,7
nennen,NENNEN,designate,designate,26,5.15,1.85,2,10,0,2.81,0.90,1,5
Nerv,NERV,nerve,nerve,19,8.74,3.31,4,15,0,4.63,1.54,2,7
Nest,NEST,nest,nest,27,4.59,2.42,2,12,0,2.48,1.25,1,6
nett,NETT,nice,nice,14,4.29,1.59,2,8,0,2.36,0.84,1,4
neu,NEU,new,new,16,3.69,1.62,2,7,0,2.00,0.89,1,4
Neugier,NEUGIER,curiosity,curiosity,20,4.95,1.64,3,8,0,2.90,0.79,2,4
neun,NEUN,nine,nine,14,4.14,1.46,2,7,0,2.36,0.74,1,4
neutral,NEUTRAL,neutral,neutral,27,10.11,2.52,3,14,0,5.22,1.19,2,7
Neutralität,NEUTRALITÄT,neutrality,neutrality,25,10.44,3.34,2,15,0,5.36,1.60,1,7
Nichte,NICHTE,niece,niece,19,6.00,2.65,2,13,0,3.26,1.37,1,7
nicken,NICKEN,nod,nod,24,3.63,1.31,2,6,0,2.04,0.69,1,3
Niederlage,NIEDERLAGE,defeat,defeat,20,7.05,2.95,3,12,0,3.70,1.42,2,6
niedlich,NIEDLICH,dainty,dainty,25,4.40,1.61,2,10,0,2.40,0.87,1,5
niemand,NIEMAND,nobody,nobody,21,4.48,1.60,2,7,0,2.43,0.87,1,4
Niere,NIERE,kidney,kidney,19,7.68,2.71,4,15,0,3.95,1.22,2,7
Niete,NIETE,rivet,rivet,17,7.71,2.31,4,13,0,4.06,1.20,2,7
Nische,NISCHE,niche,niche,14,9.36,2.82,5,14,0,4.86,1.23,3,7
Niveau,NIVEAU,level,level,26,10.04,2.42,4,15,0,5.19,1.13,2,7
nobel,NOBEL,noble,noble,19,9.42,3.89,4,18,0,4.74,1.63,2,7
Nobelpreis,NOBELPREIS,Nobel prize,Nobel prize,14,10.36,3.15,6,16,0,5.14,1.23,3,7
Noblesse,NOBLESSE,nobility,nobility,16,13.75,4.25,8,25,4,6.25,1.06,4,7
Not,NOT,plight,plight,17,6.00,1.90,3,10,0,3.18,0.88,2,5
Notar,NOTAR,notary,notary,27,11.30,2.88,4,16,0,5.70,1.32,2,7
Note,NOTE,note,note,17,5.71,1.36,4,8,0,3.06,0.75,2,4
Notfall,NOTFALL,emergency,emergency,18,5.50,2.09,3,10,0,2.94,1.00,2,5
Notiz,NOTIZ,note,note,19,7.89,3.07,3,15,0,4.16,1.46,2,7
Notwehr,NOTWEHR,self-defence,self-defense,27,9.91,3.52,4,15,0,5.00,1.71,2,7
November,NOVEMBER,November,November,16,4.69,1.49,2,7,0,2.63,0.89,1,4
Nudel,NUDEL,noodle,noodle,19,2.95,1.43,1,7,0,1.74,0.81,1,4
nuklear,NUKLEAR,nuclear,nuclear,17,11.53,2.74,5,17,0,5.82,1.07,3,7
Nummer,NUMMER,number,number,25,5.08,1.66,2,8,0,2.76,0.88,1,4
Nuss,NUSS,nut,nut,24,3.96,1.71,1,9,0,2.29,0.86,1,5
nutzen,NUTZEN,use,use,25,6.08,2.83,2,14,0,3.20,1.44,1,7
Nymphe,NYMPHE,nymph,nymph,17,11.00,3.28,6,17,0,5.53,1.33,3,7
Oase,OASE,oasis,oasis,10,7.50,3.06,3,13,0,4.10,1.60,2,7
Obelisk,OBELISK,obelisk,obelisk,13,11.38,3.10,5,16,1,5.69,1.32,3,7
Obhut,OBHUT,safe-keeping,safe-keeping,19,8.95,3.42,3,17,0,4.58,1.39,2,7
Objekt,OBJEKT,object,object,25,8.68,3.16,2,15,0,4.52,1.50,1,7
objektiv,OBJEKTIV,objective,objective,25,10.68,2.53,4,15,0,5.48,1.26,2,7
Objektivität,OBJEKTIVITÄT,objectivity,objectivity,19,12.11,4.15,6,25,0,5.79,1.36,3,7
obligatorisch,OBLIGATORISCH,obligatory,obligatory,10,12.70,2.06,10,16,0,6.30,0.82,5,7
Oboe,OBOE,oboe,oboe,15,9.27,3.17,4,14,0,4.80,1.61,2,7
obskur,OBSKUR,obscure,obscure,23,12.87,2.90,8,21,1,6.22,0.90,4,7
Obst,OBST,fruit,fruit,24,3.38,1.61,1,7,0,1.96,0.91,1,4
Ochse,OCHSE,ox,ox,17,5.65,2.45,3,10,0,3.00,1.17,2,5
